,GDate,CodOfBuyer,CodOfSeller,Value,Valume
188574,2022-07-03,313822,342976,1818248608,203891
188576,2022-07-03,313822,005976,1610195416,209770
188869,2022-07-03,216797,615402,1657360695,275942
189192,2022-07-03,738462,618982,1558617383,248005
189245,2022-07-03,738462,852094,1744147549,323882
189260,2022-07-03,738462,148056,1114670852,131493
189310,2022-07-03,985988,259057,1362088407,284138
189532,2022-07-03,171243,615402,2250778672,271819
189549,2022-07-03,171243,852094,1179924397,286744
189557,2022-07-03,193910,357552,8823005023,1023431
189784,2022-07-04,744869,443334,1792096272,283361
190028,2022-07-04,559519,891773,1788096728,251735
190605,2022-07-04,491926,237159,1805976048,297742
190772,2022-07-04,313822,237159,12255433027,1389721
191073,2022-07-04,493762,984096,1789319600,349574
191077,2022-07-04,493762,352268,1802825956,315117
191079,2022-07-04,493762,110291,2442409375,363927
191144,2022-07-04,913612,352268,1210413072,265928
191387,2022-07-04,525250,524739,1334306735,304731
191670,2022-07-04,595890,484577,1441984479,182438
192431,2022-07-05,301196,904743,1597025301,242865
192943,2022-07-05,313822,177177,1478584664,218751
193064,2022-07-05,546578,301196,1267651028,313164
193175,2022-07-05,265680,904743,1328680786,304468
193349,2022-07-05,913612,211417,1531411699,176941
193365,2022-07-05,913612,289849,1703571654,361866
193372,2022-07-05,913612,157861,1750763419,343986
193981,2022-07-06,918849,393344,1224243323,166893
194127,2022-07-06,841718,512349,1773669326,225457
194128,2022-07-06,841718,477752,1706255491,306942
194186,2022-07-06,796853,512349,1117270306,286059
194230,2022-07-06,776941,580707,1185591426,208749
194795,2022-07-06,470163,698014,1160705905,155944
194958,2022-07-06,356363,571974,1768527942,377159
195052,2022-07-06,300954,216797,4394623533,628542
195142,2022-07-06,248910,580707,1296167390,284298
195199,2022-07-06,212988,580707,1235753465,180433
195509,2022-07-06,397618,571974,1254596157,274361
195855,2022-07-06,242547,849755,2510733167,370503
195895,2022-07-06,013324,222598,1235211869,170141
195917,2022-07-06,141761,477752,1773564289,378700
195966,2022-07-06,265124,893260,1130203942,186515
195994,2022-07-06,265124,571974,1754080068,319554
196015,2022-07-06,265124,038820,1171431007,249579
196024,2022-07-06,265124,005976,1614081619,239979
196163,2022-07-06,546578,580707,4928719010,657844
196242,2022-07-06,032213,672096,1144508539,192954
196243,2022-07-06,032213,585554,1595637509,218731
196244,2022-07-06,032213,477752,2349538800,356416
196246,2022-07-06,032213,124935,1241226928,258046
196247,2022-07-06,032213,571974,1748935100,333624
196267,2022-07-06,161035,849755,1744218369,236220
196289,2022-07-06,352268,870083,1927020413,279973
196300,2022-07-06,352268,512349,5648570919,820475
196305,2022-07-06,352268,407545,4523271805,674292
196375,2022-07-06,606738,363574,1166509067,301034
196485,2022-07-06,493762,585554,1758965487,345163
196489,2022-07-06,493762,580707,2588388727,334714
196944,2022-07-06,005866,477752,1787662483,350679
196953,2022-07-06,005866,571974,1744080915,291574
196968,2022-07-06,005866,782768,1115534274,139147
196974,2022-07-06,005866,564263,1214634384,189333
197330,2022-07-06,824686,849755,10880684306,1280309
197760,2022-08-01,803320,393344,1297776082,609972
198126,2022-08-01,533384,699363,4319143546,1852792
198130,2022-08-01,533384,510163,1783426592,840208
198134,2022-08-01,533384,253954,1562497429,752969
198140,2022-08-01,533384,393344,2158024705,1016948
198143,2022-08-01,533384,629560,1230855021,559327
198163,2022-08-01,526804,699363,1154458685,563537
198343,2022-08-01,456128,699363,1296121304,701755
198356,2022-08-01,456128,295414,2262365830,999268
198369,2022-08-01,456128,393344,2968209246,1408756
198545,2022-08-01,320426,524739,1453857555,659356
198546,2022-08-01,320426,078871,1952461685,830302
198589,2022-08-01,300954,393344,1606893129,741362
198606,2022-08-01,300954,005976,1138349424,492071
198739,2022-08-01,206468,524739,1154958274,625582
198964,2022-08-01,815368,393344,1225649838,637819
198967,2022-08-01,815368,524308,1797083623,776296
199171,2022-08-01,321081,393344,4569829386,1908828
199252,2022-08-01,949619,393344,1090726434,458766
199435,2022-08-01,225654,393344,1137352032,548080
199556,2022-08-01,743223,699363,2149148943,1056180
199561,2022-08-01,743223,286611,2333457034,1084356
200456,2022-08-02,533384,301196,1602169262,679295
200461,2022-08-02,533384,321081,2605483415,1082473
200650,2022-08-02,395227,982774,3574891587,1493478
201026,2022-08-02,931596,321081,1812563406,889785
201317,2022-08-02,765685,915116,1427103328,745052
201895,2022-08-02,225654,982774,2945422341,1329397
202603,2022-08-03,824815,582086,1527477956,700329
202786,2022-08-03,697414,534200,4034289875,1765625
202945,2022-08-03,551468,582086,1653014970,749127
202956,2022-08-03,544978,582086,5576069460,2220055
202968,2022-08-03,539908,534200,2558117425,1091557
203086,2022-08-03,466984,295414,1632459331,668521
203096,2022-08-03,466984,534200,5313123230,2213229
203139,2022-08-03,456128,582086,13975575986,5627779
203153,2022-08-03,456128,006908,1228884606,515075
203158,2022-08-03,456128,534200,3105642843,1241210
203162,2022-08-03,456128,454581,1238153563,478796
203243,2022-08-03,408335,534200,11022359401,4448672
203370,2022-08-03,320426,534200,25108376214,10165274
203384,2022-08-03,317521,534200,2264219844,1060958
203403,2022-08-03,307538,534200,2508222587,1155370
203472,2022-08-03,286611,534200,2006800125,953192
203531,2022-08-03,255135,534200,2528464568,1096178
203761,2022-08-03,413753,582086,4052525653,1633594
203854,2022-08-03,213716,582086,2041575111,904375
203878,2022-08-03,689068,534200,1137473402,473251
203912,2022-08-03,765685,582086,25165710143,10069650
203931,2022-08-03,393344,534200,5023758811,2018248
203953,2022-08-03,518139,582086,1353305752,561657
203986,2022-08-03,246537,582086,3424102753,1403671
203994,2022-08-03,246537,006908,3858422723,1538208
204005,2022-08-03,265124,582086,9092184883,3725338
204159,2022-08-03,161035,582086,3047220829,1270804
204233,2022-08-03,718180,582086,5080441608,2119097
204249,2022-08-03,718180,736252,2028506263,920543
204263,2022-08-03,718180,534200,4911125076,2055424
204301,2022-08-03,006908,534200,11038113940,4410718
204314,2022-08-03,138719,582086,2540889346,1068340
204350,2022-08-03,291491,534200,1177472136,584047
204389,2022-08-03,725324,534200,2199645457,989776
204410,2022-08-03,886421,534200,5021545890,2060296
204497,2022-08-03,024772,575738,1835307136,875685
204547,2022-08-03,116271,534200,5016081692,2141713
204599,2022-08-03,545282,534200,2438941257,1010086
204601,2022-08-03,545282,852094,1226138784,625220
204612,2022-08-03,629560,534200,1532369234,750602
204691,2022-08-03,110291,138719,1161800135,618644
204739,2022-08-03,421344,534200,3437476729,1449137
204795,2022-08-03,802577,582086,143123263299,56939837
204796,2022-08-03,802577,534200,530339433785,211731519
204873,2022-08-03,479989,582086,2300447042,1061584
204884,2022-08-03,524739,534200,3038640263,1250716
204897,2022-08-03,667418,534200,5025198131,2063847
204933,2022-08-03,738462,551468,1372810179,690509
204948,2022-08-03,738462,301196,1479498208,750587
205008,2022-08-03,738462,454581,1942602029,769140
205235,2022-08-03,453361,582086,1401852892,723827
205300,2022-08-03,886224,534200,2254772111,992244
205349,2022-08-03,105542,582086,2042315645,861764
205702,2022-08-06,697414,582086,3084487657,1324387
205783,2022-08-06,651360,582086,8014373584,3197441
205799,2022-08-06,646773,582086,9295841845,3760842
205946,2022-08-06,551468,582086,4040020794,1586543
205989,2022-08-06,539908,534200,1281460073,547291
206113,2022-08-06,474833,582086,1355289965,519181
206126,2022-08-06,466984,582086,16816853355,6752657
206130,2022-08-06,466984,534200,1261314184,517497
206145,2022-08-06,456128,582086,3311151204,1413771
206171,2022-08-06,433553,582086,2049650633,918436
206539,2022-08-06,198252,582086,1698252100,667563
206908,2022-08-06,207003,582086,12759028476,5116331
207075,2022-08-06,265124,582086,1285992132,660820
207153,2022-08-06,667035,582086,1409413997,691567
207373,2022-08-06,787374,582086,7169661375,2827988
207492,2022-08-06,376009,582086,1420938847,570201
207504,2022-08-06,461494,582086,2472586817,1085722
207599,2022-08-06,046917,582086,2504113242,1008473
207907,2022-08-06,787534,582086,3607343219,1529766
207910,2022-08-06,802577,582086,19201688749,7588114
207911,2022-08-06,802577,534200,302422415506,118636586
207916,2022-08-06,852616,582086,1273402447,646439
208173,2022-08-06,244106,582086,1543383987,756852
209961,2022-08-09,770029,807522,1557515326,769757
210401,2022-08-09,929835,317521,1503843361,739477
210896,2022-08-10,792926,466984,3872360445,1748145
211804,2022-08-10,454249,019696,2485523367,1122940
212007,2022-08-10,770029,487947,1430150086,610229
212045,2022-08-10,061324,466984,1928091290,921730
212301,2022-08-10,743223,393344,1178481580,587206
212438,2022-08-10,244106,320426,1603414146,674863
212470,2022-08-10,454581,320426,1463095082,686236
212514,2022-08-10,707963,450943,2180005570,995048
213187,2022-08-13,533384,534200,248013773808,99767474
213677,2022-08-13,146217,171093,1904478122,862503
213941,2022-08-13,393344,244106,2852675259,1214701
214440,2022-08-13,743223,500640,1720453727,741312
214816,2022-08-14,854479,768931,1434632059,606455
215194,2022-08-14,345367,061324,1164993350,641075
215436,2022-08-14,420703,774229,2476354660,1025077
215503,2022-08-14,493604,926097,1175614301,479200
215529,2022-08-14,454249,926097,1642797955,678972
215919,2022-08-14,244106,926097,2230719556,1048402
216286,2022-08-15,834742,589465,1953265921,883493
216801,2022-08-15,623693,420703,1512270694,736843
217177,2022-08-15,477752,738462,2188161031,969798
217178,2022-08-15,477752,589465,3287572997,1323029
217185,2022-08-15,473906,792926,2085402930,812925
217267,2022-08-15,456128,589465,1971689296,870372
217578,2022-08-15,305118,699623,1467033905,668954
217596,2022-08-15,295414,582086,31971135935,12330448
217903,2022-08-15,181616,736051,1428420111,545775
217917,2022-08-15,181616,852094,1093895952,498828
217930,2022-08-15,181616,244106,1533674666,634325
217933,2022-08-15,181616,699623,1977735466,850829
218045,2022-08-15,150367,664285,2650065088,1043240
218087,2022-08-15,150367,720607,1105031265,484877
218516,2022-08-15,393344,792926,1910199550,903053
218535,2022-08-15,393344,982774,3105594318,1304729
218546,2022-08-15,609044,505566,1123327527,510670
219044,2022-08-15,204674,320426,1127559220,585659
219510,2022-08-15,061453,982774,2571051855,1113818
219674,2022-08-15,852094,582086,57165482599,22109297
220267,2022-08-15,005976,582086,26024920974,10083309
220372,2022-08-16,854357,320426,4579288915,1812942
220385,2022-08-16,854357,650325,1122889289,493238
220404,2022-08-16,854357,225654,2371094235,1029091
220418,2022-08-16,854357,589465,2700996665,991517
220678,2022-08-16,665255,400621,1245899750,474987
220707,2022-08-16,665255,473405,1449314104,577782
220729,2022-08-16,651360,191582,5477625601,2012282
220801,2022-08-16,603670,400621,1153142393,547473
220807,2022-08-16,603670,194055,1109197011,528287
220821,2022-08-16,603670,890472,1352479972,558533
220936,2022-08-16,525311,589465,1125114360,500013
221001,2022-08-16,493307,320426,12003543300,4462974
221048,2022-08-16,493307,589465,8529911700,3247212
221051,2022-08-16,493307,404591,2196031299,853539
221079,2022-08-16,483022,676227,1121456462,521825
221110,2022-08-16,473906,400621,1273707428,592370
221191,2022-08-16,463242,161035,1100273576,505580
221237,2022-08-16,456128,191582,2214016546,810624
221401,2022-08-16,352665,400621,3684135569,1419587
221413,2022-08-16,352665,471477,1127673933,443060
221434,2022-08-16,352665,473405,2403608981,963789
221457,2022-08-16,345367,320426,1993086970,818733
221467,2022-08-16,345367,589465,1112660330,438430
221828,2022-08-16,693093,561961,1627429633,682077
221834,2022-08-16,693093,369501,1121241160,553337
221836,2022-08-16,693093,589465,1826497122,681973
221921,2022-08-16,311230,453539,1128323136,537693
222052,2022-08-16,025271,589465,1115311023,513623
222098,2022-08-16,192379,273521,1771565362,758303
222264,2022-08-16,653472,366650,1301318991,473390
222267,2022-08-16,653472,198252,1225603925,473353
222317,2022-08-16,787374,191582,3208332515,1212528
222320,2022-08-16,787374,770029,3312108608,1310542
222323,2022-08-16,787374,153067,1504414857,556600
222326,2022-08-16,787374,572778,1130734541,506041
222443,2022-08-16,788254,695927,2233869625,882981
222451,2022-08-16,788254,919516,1120866797,420019
222663,2022-08-16,987509,244106,1093445193,458840
222698,2022-08-16,110291,589465,3535542970,1330513
222958,2022-08-16,738462,320426,1840628537,831669
222962,2022-08-16,738462,589465,1136358760,477829
222976,2022-08-16,741511,589465,2136004114,785514
222977,2022-08-16,741511,430270,4001210059,1544915
223025,2022-08-16,858550,699623,1171061234,572277
223035,2022-08-16,924779,191582,1122368628,413228
223114,2022-08-16,273620,320426,2079912951,782552
223122,2022-08-16,273620,191582,2236111978,959250
223133,2022-08-16,273620,736252,1716006461,701574
223157,2022-08-16,273620,225654,1921335614,754599
223184,2022-08-16,273620,589465,4681244047,1799053
223187,2022-08-16,273620,692951,1139924921,453297
223276,2022-08-16,637137,589465,1187230126,598709
223422,2022-08-16,573460,191582,9297488590,3435657
223472,2022-08-16,653413,589465,1091594843,516216
223803,2022-08-17,854357,404591,2065518408,749662
223977,2022-08-17,812803,171243,3185963922,1273907
224440,2022-08-17,662149,171243,2017280455,757872
224527,2022-08-17,639955,683712,1084322129,392680
224531,2022-08-17,639658,475218,2229414170,852902
224990,2022-08-17,493307,827490,1394764889,576557
225002,2022-08-17,493307,460183,1597932103,642747
225012,2022-08-17,493307,280824,2907568110,1098244
225031,2022-08-17,493307,926202,4772100194,1698790
225067,2022-08-17,493307,355275,1485077150,563904
225140,2022-08-17,466984,630207,1104929570,472861
225146,2022-08-17,466984,404591,2838909288,1100998
225148,2022-08-17,466984,171243,2629854431,972096
225218,2022-08-17,456128,475218,1166849946,426522
225226,2022-08-17,456128,280489,1163670840,429404
225228,2022-08-17,456128,404591,1098370771,410257
225364,2022-08-17,411556,142850,4646324146,1718225
225381,2022-08-17,411556,265124,2907076433,1167138
225383,2022-08-17,411556,890472,1229346096,526285
225385,2022-08-17,411556,322497,2036242326,819906
225390,2022-08-17,411556,493762,2304019378,798839
225397,2022-08-17,411556,369885,1464505556,621768
225417,2022-08-17,411556,037168,1229239025,497033
225469,2022-08-17,406520,653413,2092691958,791376
225503,2022-08-17,395227,171243,3505518791,1354460
225631,2022-08-17,352665,420703,1129442838,422766
225696,2022-08-17,341867,926231,1145376517,429452
225699,2022-08-17,341867,661026,2416562335,895415
225730,2022-08-17,341867,171243,4243083670,1590278
225782,2022-08-17,309316,223566,1194275123,501434
225818,2022-08-17,302185,651360,1966201771,821723
225882,2022-08-17,276732,171243,1216566367,570004
225977,2022-08-17,259057,142850,1183035700,499515
226210,2022-08-17,189773,171243,2550642542,895463
226476,2022-08-17,552152,651360,2283007820,798410
226511,2022-08-17,552152,192379,1115072270,423805
226528,2022-08-17,552152,194969,1500934414,615209
226581,2022-08-17,478874,651360,1206001348,495435
226590,2022-08-17,471477,651360,1171187787,569198
226852,2022-08-17,395089,493762,1135079286,512307
226859,2022-08-17,571974,190854,40233648209,14170304
226860,2022-08-17,571974,661026,1395645056,586777
226862,2022-08-17,571974,178624,96292026791,33570485
226863,2022-08-17,571974,767818,37999791252,13366436
226871,2022-08-17,856469,171243,1521985333,705815
227268,2022-08-17,931062,620503,2856204171,1159684
227269,2022-08-17,931062,182890,1162255466,464898
227317,2022-08-17,052739,653472,1136758329,569674
227387,2022-08-17,255165,493762,1122881858,477448
227571,2022-08-17,941088,404591,1083472064,435401
227572,2022-08-17,941088,171243,2019223102,755625
227590,2022-08-17,005322,232654,1136444546,411846
227600,2022-08-17,025501,171243,1608848010,621210
227625,2022-08-17,109154,890472,1163466892,548215
227802,2022-08-17,634126,454249,1091861037,476445
227820,2022-08-17,634126,404591,3561555790,1312417
227954,2022-08-17,032717,171243,1695895169,648335
228129,2022-08-17,706174,584288,1434902403,608971
228130,2022-08-17,706174,452575,1321627648,537770
228428,2022-08-17,996111,987509,1110983053,544560
228472,2022-08-17,125587,142850,1192237043,506061
228651,2022-08-17,516243,232654,1127250286,504355
228915,2022-08-17,273620,539988,1153805190,573836
228928,2022-08-17,273620,452575,2339652676,963421
228975,2022-08-17,273620,163989,3125834484,1077473
229030,2022-08-17,273620,646443,2233852630,787848
229044,2022-08-17,273620,886224,1161196659,439315
229049,2022-08-17,273620,161623,1187255307,496284
229141,2022-08-17,683968,142850,1199231450,424134
229149,2022-08-17,683968,493762,2303585480,972830
229156,2022-08-17,683968,564780,1424714569,576703
229180,2022-08-17,762035,171243,1638736213,679643
229616,2022-08-17,180946,178624,1091868127,486024
229861,2022-08-20,812803,393344,1469426760,623185
229874,2022-08-20,812803,515690,6438805998,2324840
229889,2022-08-20,812803,825853,1084896641,442755
230035,2022-08-20,752650,787374,2926250013,987754
230116,2022-08-20,703904,823106,1815605849,760050
230123,2022-08-20,703904,291165,1126653568,504849
230389,2022-08-20,601605,736962,1148117179,518258
230414,2022-08-20,601425,866451,1137211913,540203
230416,2022-08-20,601425,515690,2527932780,964466
230681,2022-08-20,456128,601425,1735679550,712749
230702,2022-08-20,456128,515690,1346954148,533885
230859,2022-08-20,346599,546578,1124607768,467657
230916,2022-08-20,341867,302185,1174171636,491354
230920,2022-08-20,341867,194262,1188941068,447623
230935,2022-08-20,341867,736252,1876046816,779128
230936,2022-08-20,341867,393344,6007030485,2202744
231089,2022-08-20,305118,546578,1187317487,497099
231582,2022-08-20,552152,736252,1214547494,447117
231594,2022-08-20,552152,787374,1994389769,829875
231601,2022-08-20,552152,515690,1704982373,618552
231610,2022-08-20,552152,578819,1153473823,422036
231848,2022-08-20,272792,922183,8972464964,3070122
231868,2022-08-20,272792,823106,4886407363,1693563
231895,2022-08-20,272792,703270,1209609935,476843
231896,2022-08-20,272792,698657,6436425549,2339665
231901,2022-08-20,272792,675639,1177003024,573503
231968,2022-08-20,272792,288984,2855544828,1034395
231976,2022-08-20,272792,248910,2857176244,1086954
232010,2022-08-20,272792,933614,1473248871,662257
232031,2022-08-20,272792,475218,1488094844,642100
232044,2022-08-20,272792,736252,2623576109,904458
232045,2022-08-20,272792,746131,19384305028,6670686
232056,2022-08-20,272792,085595,4912163161,1811978
232069,2022-08-20,272792,546578,11203273294,3821349
232079,2022-08-20,272792,007812,5305159681,1939867
232091,2022-08-20,272792,403303,1606236427,639952
232092,2022-08-20,272792,512562,1455487029,524883
232097,2022-08-20,272792,787374,9632021156,3383696
232110,2022-08-20,272792,493762,1694920891,656606
232116,2022-08-20,272792,847170,1210540628,574306
232120,2022-08-20,272792,898150,1686416973,720333
232166,2022-08-20,272792,351369,1180425025,454638
232205,2022-08-20,272792,404591,1539990960,650976
232213,2022-08-20,272792,793694,1106742483,530343
232284,2022-08-20,192379,736252,2754151158,1096090
232288,2022-08-20,192379,546578,1192999583,496716
232298,2022-08-20,192379,787374,1975300591,735012
232420,2022-08-20,931062,515690,2470405966,1019502
232573,2022-08-20,267791,823106,1176206016,447946
232734,2022-08-20,075052,504604,1181348109,523901
232911,2022-08-20,490846,614803,1272973425,438545
232944,2022-08-20,490846,420703,1206872435,484526
232950,2022-08-20,490846,746131,2318287640,822167
232958,2022-08-20,490846,546578,2824516496,962775
233032,2022-08-20,541349,922061,2080732879,834385
233036,2022-08-20,541349,823106,1115602542,522579
233083,2022-08-20,541349,787374,1282811111,484768
233521,2022-08-20,125587,722208,1455419846,607876
233776,2022-08-20,244106,882095,1179407819,522613
233778,2022-08-20,244106,867530,3197076977,1105121
233795,2022-08-20,244106,712777,1474341376,630476
233828,2022-08-20,244106,446277,1254868020,439531
233860,2022-08-20,244106,194055,1497578195,566569
233893,2022-08-20,244106,736252,2115054259,806810
233904,2022-08-20,244106,265989,1460408599,538528
233909,2022-08-20,244106,546578,3829370518,1311734
233918,2022-08-20,244106,101136,1214071197,568119
233931,2022-08-20,244106,845518,2052410129,842690
234030,2022-08-20,273620,722208,1553641757,559824
234038,2022-08-20,273620,601425,3671744458,1417039
234057,2022-08-20,273620,314293,1382554439,605368
234070,2022-08-20,273620,515690,2384487715,935312
234071,2022-08-20,273620,684572,1085402463,418512
234083,2022-08-20,273620,530505,1167762141,440004
234126,2022-08-20,578819,515690,1133879251,516724
234163,2022-08-20,804433,578819,1108111761,407399
234560,2022-08-21,825573,547252,1452695720,532799
234565,2022-08-21,825573,738462,1112170877,404375
234709,2022-08-21,748781,235176,3072883951,1189590
235474,2022-08-21,456128,862890,1143591619,378983
235486,2022-08-21,456128,470646,1866772055,723035
235507,2022-08-21,456128,899079,1993104909,775174
235708,2022-08-21,395226,163989,6116440101,2151893
235718,2022-08-21,395226,246675,1398713421,606076
235733,2022-08-21,395226,168840,1230274334,511428
235745,2022-08-21,395226,845238,1239366498,457949
235812,2022-08-21,364999,544978,4948393220,1627721
235820,2022-08-21,364999,412309,1128889055,542779
235847,2022-08-21,364999,314293,1998171446,716767
235893,2022-08-21,364999,404591,1213705710,402891
235894,2022-08-21,364999,462683,1500909477,662291
235932,2022-08-21,352665,235176,2024169521,747132
236458,2022-08-21,157035,120206,1203452343,461314
236465,2022-08-21,157035,235176,1165859496,387779
236726,2022-08-21,502595,314293,1191930964,508903
236904,2022-08-21,207003,922183,1477530981,612990
236917,2022-08-21,207003,647041,1093970234,412574
236926,2022-08-21,207003,499795,2311162738,783404
236955,2022-08-21,207003,355694,1162084608,472014
236958,2022-08-21,207003,314293,1458671134,599007
236959,2022-08-21,207003,235176,4548041067,1539333
236965,2022-08-21,207003,271909,1692003884,603411
236971,2022-08-21,207003,125749,2230907847,845289
236983,2022-08-21,207003,564703,2042092597,690020
237137,2022-08-21,272792,892164,1974539734,768877
237144,2022-08-21,272792,606939,1093068809,405316
237160,2022-08-21,272792,314293,3293407899,1232097
237182,2022-08-21,272792,404591,1207045610,418300
237429,2022-08-21,685708,469286,1499610465,528037
237438,2022-08-21,685708,410441,1202986462,440551
237454,2022-08-21,685708,356564,1140279205,534625
237481,2022-08-21,685708,212423,1154599464,520486
237539,2022-08-21,685708,235176,53207840666,17976326
237555,2022-08-21,685708,161035,1195606225,438896
237557,2022-08-21,685708,189019,1865487749,741880
237562,2022-08-21,685708,695062,1493001841,546745
237563,2022-08-21,685708,718180,6202467864,2203077
237592,2022-08-21,685708,194969,2990024030,1159460
237608,2022-08-21,685708,039735,3828833475,1391091
237740,2022-08-21,931062,314293,1765699106,734653
237749,2022-08-21,931062,462683,1206985690,512737
237852,2022-08-21,271909,864636,1196794834,418846
237940,2022-08-21,783933,470646,2278388299,764013
237942,2022-08-21,783933,288984,2487943693,862797
238071,2022-08-21,490846,922183,7129964799,2438241
238093,2022-08-21,490846,752650,3627897152,1260803
238104,2022-08-21,490846,647041,1468357730,546620
238116,2022-08-21,490846,530980,1525963051,641775
238128,2022-08-21,490846,433644,2122967097,771360
238131,2022-08-21,490846,410441,2257749578,800358
238138,2022-08-21,490846,356564,1799376308,768022
238139,2022-08-21,490846,345628,3550734739,1339856
238168,2022-08-21,490846,485569,1308459394,594320
238173,2022-08-21,490846,148729,3933989445,1315263
238182,2022-08-21,490846,469157,1211018922,554515
238187,2022-08-21,490846,235176,92693125136,31095964
238188,2022-08-21,490846,265124,2177619976,784804
238200,2022-08-21,490846,161035,1303643606,517264
238206,2022-08-21,490846,718180,14134342158,4806194
238210,2022-08-21,490846,493762,1432248836,490977
238217,2022-08-21,490846,194969,1460376734,510921
238234,2022-08-21,490846,039735,3125886110,1141731
238241,2022-08-21,490846,547252,2423276992,970443
238244,2022-08-21,490846,902208,4195565125,1569231
238245,2022-08-21,490846,905894,1724052247,682625
238254,2022-08-21,490846,709021,1819026660,712502
238272,2022-08-21,490846,216185,2441370458,969504
238307,2022-08-21,541349,135708,1153288861,525635
238348,2022-08-21,633684,864636,1225248094,570001
238729,2022-08-21,499959,862890,3009264714,998310
238766,2022-08-21,499959,539250,1225453664,570044
238777,2022-08-21,499959,433644,1224894810,454059
238795,2022-08-21,499959,288984,8838593870,2947005
238821,2022-08-21,499959,163989,6786282947,2243963
238838,2022-08-21,499959,842895,1228870874,421376
238883,2022-08-21,499959,845238,2442542105,892263
239248,2022-08-21,099597,493762,1149114329,465298
239360,2022-08-21,273620,235176,1186391248,478225
240185,2022-08-22,664285,601425,1225968169,447835
240194,2022-08-22,663881,163989,1617924182,688451
240393,2022-08-22,557411,925907,1205339945,415062
240418,2022-08-22,541805,364770,1152582915,473471
240573,2022-08-22,456128,235176,1819206021,597649
240971,2022-08-22,222225,163989,1085764096,456716
241221,2022-08-22,109282,125749,1139377415,506274
241225,2022-08-22,109282,547252,1227968822,511040
241547,2022-08-22,746131,321499,1087902002,405333
241644,2022-08-22,272792,916207,5429560224,1902429
241654,2022-08-22,272792,830428,4426674390,1535809
241673,2022-08-22,272792,665255,4778633889,1702655
241675,2022-08-22,272792,658434,2570580430,938828
241684,2022-08-22,272792,601425,5071195596,1789796
241685,2022-08-22,272792,580822,2249227978,901042
241690,2022-08-22,272792,561854,1092862539,439221
241697,2022-08-22,272792,521316,1491000070,595021
241700,2022-08-22,272792,510163,7374260551,2518018
241703,2022-08-22,272792,464558,8533352621,2829281
241713,2022-08-22,272792,300954,2020786983,675147
241716,2022-08-22,272792,281175,1157049098,391227
241720,2022-08-22,272792,234668,2457518527,925921
241722,2022-08-22,272792,203299,1415410146,621571
241741,2022-08-22,272792,819379,3666648284,1227659
241756,2022-08-22,272792,163989,9442393046,3097128
241777,2022-08-22,272792,904964,1165095787,428490
241784,2022-08-22,272792,265643,2467419407,839405
241796,2022-08-22,272792,493762,1558811852,634622
241800,2022-08-22,272792,125749,2807400232,967011
241815,2022-08-22,272792,306775,1191460448,393443
241828,2022-08-22,272792,782045,4763368892,1682341
241834,2022-08-22,272792,239155,1212096075,561689
241853,2022-08-22,272792,001474,2894203231,945109
241856,2022-08-22,272792,575738,2758718564,1054421
241859,2022-08-22,272792,972508,1569499994,659784
241860,2022-08-22,272792,005976,11015833736,3680752
241889,2022-08-22,127978,851082,1249448328,516404
241952,2022-08-22,314349,720861,5568116609,1945801
241955,2022-08-22,314349,665255,2649059960,1006525
241978,2022-08-22,314349,235176,4104237126,1470123
242018,2022-08-22,403375,001474,1191030078,553967
242312,2022-08-22,170921,259828,1237075218,511091
242314,2022-08-22,170921,632124,1210032941,457942
242352,2022-08-22,394270,753099,1253820160,428723
242369,2022-08-22,428319,235176,2437001638,869007
242410,2022-08-22,541349,265643,1291845513,500657
242434,2022-08-22,633684,851082,1168181242,546537
242440,2022-08-22,633684,523099,1254354741,541667
242491,2022-08-22,634126,300954,1294743556,554370
242891,2022-08-22,473383,235176,1317455420,586320
242918,2022-08-22,499959,922183,10456927940,3548683
242930,2022-08-22,499959,885835,1629607722,672679
242943,2022-08-22,499959,851082,3755140416,1364711
242953,2022-08-22,499959,833552,3445613379,1140266
242981,2022-08-22,499959,720861,26702603701,8847366
242994,2022-08-22,499959,665255,5737147646,1940007
242995,2022-08-22,499959,663881,1690858466,730987
242996,2022-08-22,499959,662969,1227141673,476310
243007,2022-08-22,499959,612072,2464853007,980293
243008,2022-08-22,499959,601425,1165511600,403924
243039,2022-08-22,499959,510163,1260898052,470143
243058,2022-08-22,499959,427976,1423416003,545672
243068,2022-08-22,499959,387269,3669014275,1358355
243082,2022-08-22,499959,345628,1248159710,503913
243096,2022-08-22,499959,300954,3720601181,1381406
243112,2022-08-22,499959,234668,2435186177,883581
243122,2022-08-22,499959,198265,2855307085,1023052
243151,2022-08-22,499959,115076,2037932027,683638
243163,2022-08-22,499959,702716,1236466088,571245
243164,2022-08-22,499959,693093,3648244065,1362414
243185,2022-08-22,499959,148729,1442766345,486226
243212,2022-08-22,499959,331741,2044666823,831394
243221,2022-08-22,499959,235176,22854255751,7586745
243288,2022-08-22,499959,493762,2262903684,910804
243320,2022-08-22,499959,482193,1144476953,393274
243335,2022-08-22,499959,039735,3702585250,1234530
243340,2022-08-22,499959,306775,1213499202,473545
243342,2022-08-22,499959,447360,2465437722,970234
243352,2022-08-22,499959,808175,1529267672,618872
243357,2022-08-22,499959,981594,1105687128,535163
243371,2022-08-22,499959,351369,10405761651,3606275
243381,2022-08-22,499959,691980,1526583708,515753
